source,destination,distance,road_quality,lane_count,road_type,speed_limit,tolls,foot_traffic,event,vehicle_type,historical_congestion,accident,pothole_reports,predicted_congestion,weight
E,D,4.0,1.88,3,urban,80,1,0.222,vip_movement,suv,0.463,no,8,0.43,12.757
D,B,38.0,3.6,2,urban,60,1,0.787,none,suv,0.438,no,4,0.396,21.051
D,B,22.0,1.93,1,urban,40,1,0.376,procession,suv,0.431,no,4,0.409,18.078
B,C,45.0,4.76,2,rural,60,0,0.458,procession,bike,0.525,no,4,0.321,20.058
C,A,25.0,1.5,2,urban,80,0,0.931,none,sedan,0.621,no,0,0.578,17.623
A,C,15.0,1.47,2,highway,60,0,0.529,none,truck,0.162,no,0,0.41,13.488
B,C,19.0,3.19,2,highway,60,0,0.941,none,sedan,0.127,no,9,0.429,14.855
E,C,37.0,3.44,4,rural,40,0,0.204,vip_movement,bike,0.42,no,6,0.301,18.764
C,E,19.0,4.99,2,highway,80,1,0.968,none,sedan,0.923,no,6,0.518,16.086
D,E,9.0,3.13,2,highway,60,0,0.244,none,suv,0.034,no,9,0.273,10.329
D,E,33.0,1.64,2,highway,80,0,0.59,none,truck,0.588,no,3,0.509,19.63
D,C,36.0,1.83,2,rural,100,2,0.472,procession,truck,0.086,no,3,0.36,22.232
D,A,10.0,1.89,3,rural,100,0,0.284,procession,suv,0.324,no,0,0.333,9.478
E,D,52.0,1.61,3,highway,40,0,0.518,vip_movement,sedan,0.157,yes,3,1.0,41.297
B,D,54.0,4.19,4,rural,40,1,0.257,none,bike,0.32,no,5,0.261,25.004
A,C,59.0,2.88,2,highway,60,0,0.931,vip_movement,truck,0.82,no,7,0.559,27.929
D,B,43.0,4.5,2,rural,60,1,0.606,none,sedan,0.241,no,0,0.258,20.095
E,C,55.0,3.44,3,highway,100,2,0.31,vip_movement,truck,0.563,no,9,0.381,28.06
D,A,13.0,4.92,1,urban,100,1,0.245,none,suv,0.084,no,8,0.227,11.289
D,C,32.0,1.32,3,highway,60,0,0.889,none,bike,0.698,no,9,0.711,23.803
D,E,15.0,2.3,2,highway,60,0,0.742,none,suv,0.571,no,4,0.476,13.731
A,B,16.0,4.44,2,urban,60,0,0.064,procession,suv,0.23,no,2,0.169,9.517
A,D,43.0,1.02,1,urban,80,1,0.38,none,bike,0.765,no,4,0.661,28.213
D,B,58.0,2.84,2,rural,100,1,0.887,none,suv,0.648,no,1,0.458,26.435
D,E,30.0,3.47,1,rural,40,0,0.598,none,bike,0.244,no,4,0.324,16.479
B,A,27.0,2.64,1,highway,80,0,0.016,none,truck,0.816,no,10,0.418,17.175
A,E,1.0,2.35,2,rural,40,1,0.267,none,sedan,0.114,no,3,0.276,9.792
D,E,45.0,2.27,2,urban,60,1,0.919,none,suv,0.916,no,9,0.634,27.344
B,E,8.0,1.19,1,urban,60,0,0.258,none,sedan,0.953,no,0,0.578,13.885
E,D,45.0,3.56,2,urban,60,1,0.187,procession,sedan,0.302,no,10,0.31,23.502
B,D,36.0,2.81,2,urban,40,0,0.673,vip_movement,suv,0.273,no,10,0.432,20.901
B,E,20.0,2.82,1,rural,40,0,0.129,none,truck,0.944,no,7,0.427,15.441
B,E,32.0,1.17,3,highway,80,1,0.843,none,sedan,0.777,no,0,0.665,23.52
B,C,11.0,4.98,1,highway,100,0,0.735,procession,sedan,0.858,no,7,0.469,10.893
B,A,10.0,2.42,1,urban,60,0,0.332,none,sedan,0.057,no,5,0.293,10.503
B,D,58.0,4.86,1,highway,80,0,0.691,procession,sedan,0.189,no,1,0.268,22.311
E,D,18.0,3.69,3,rural,80,2,0.678,none,sedan,0.867,no,7,0.487,18.03
A,C,37.0,2.03,2,rural,100,0,0.058,vip_movement,sedan,0.727,no,1,0.364,17.904
A,C,18.0,1.78,1,highway,80,0,0.648,procession,bike,0.555,no,4,0.505,15.062
C,A,34.0,4.05,4,rural,100,2,0.649,none,bike,0.417,yes,2,1.0,36.336
A,B,7.0,1.38,2,highway,80,2,0.59,procession,truck,0.748,no,1,0.567,16.591
D,A,49.0,2.32,2,highway,80,2,0.76,none,truck,0.139,no,10,0.452,28.373
D,C,12.0,3.59,2,highway,60,0,0.518,none,suv,0.164,no,1,0.258,9.27
C,E,15.0,2.42,2,highway,80,2,0.563,procession,bike,0.3,no,9,0.428,17.644
C,B,21.0,4.21,3,highway,60,0,0.553,vip_movement,suv,0.489,yes,2,1.0,29.388
B,E,6.0,2.23,2,highway,40,0,0.079,none,truck,0.072,no,9,0.299,10.829
B,A,14.0,1.76,3,urban,100,0,0.96,none,suv,0.642,no,6,0.608,14.831
C,D,33.0,2.93,2,rural,40,0,0.105,procession,truck,0.034,no,1,0.174,15.545
A,E,38.0,3.51,2,highway,40,0,0.353,none,truck,0.579,no,7,0.37,19.925
B,C,1.0,4.03,2,rural,100,0,0.026,none,bike,0.319,no,9,0.259,6.427
E,A,43.0,1.19,1,highway,40,0,0.072,none,sedan,0.937,no,10,0.638,27.483
D,C,18.0,1.26,3,rural,40,0,0.311,none,suv,0.434,no,0,0.468,16.057
A,E,33.0,4.39,2,urban,40,2,0.506,none,sedan,0.944,no,7,0.451,22.953
A,B,27.0,2.41,2,urban,80,2,0.292,vip_movement,truck,0.34,no,4,0.333,19.307
A,D,30.0,3.69,3,highway,80,2,0.393,procession,bike,0.116,yes,0,1.0,35.356
A,B,12.0,2.43,2,urban,100,0,0.678,none,truck,0.318,no,3,0.394,10.703
C,E,36.0,2.26,2,urban,80,0,0.135,procession,suv,0.893,yes,4,1.0,34.814
E,A,10.0,3.03,2,urban,40,1,0.455,vip_movement,suv,0.287,no,10,0.38,14.455
C,E,40.0,1.81,2,urban,100,0,0.945,none,suv,0.269,no,4,0.504,21.097
D,B,58.0,1.11,3,rural,100,2,0.11,none,sedan,0.648,no,7,0.581,33.6
C,E,26.0,4.63,3,urban,100,2,0.516,none,suv,0.506,no,8,0.371,18.688
D,E,8.0,3.04,1,urban,60,1,0.62,none,sedan,0.057,no,8,0.347,12.611
B,E,30.0,3.64,2,urban,60,0,0.529,procession,sedan,0.878,no,4,0.431,16.99
E,D,34.0,3.23,4,urban,40,1,0.562,none,bike,0.322,yes,3,1.0,36.348
C,B,16.0,1.75,1,rural,60,0,0.337,vip_movement,sedan,0.757,no,7,0.517,15.725
E,A,41.0,3.24,1,highway,40,0,0.782,vip_movement,suv,0.902,yes,10,1.0,37.845
A,D,16.0,4.16,1,urban,60,0,0.751,none,bike,0.62,no,5,0.42,12.706
B,D,58.0,2.76,2,rural,80,0,0.553,none,truck,0.827,no,4,0.461,25.623
A,E,18.0,2.77,3,urban,40,2,0.563,none,truck,0.75,no,3,0.437,18.176
D,B,37.0,3.35,1,urban,100,2,0.61,none,sedan,0.816,no,8,0.485,23.537
D,B,24.0,4.42,2,rural,80,0,0.645,none,bike,0.567,no,7,0.403,14.762
C,E,37.0,2.11,4,rural,80,1,0.988,none,bike,0.919,no,10,0.671,25.174
D,E,11.0,3.17,3,urban,80,1,0.11,vip_movement,truck,0.506,no,4,0.289,11.567
D,A,56.0,4.35,2,highway,60,0,0.016,none,suv,0.164,no,3,0.158,21.63
D,B,43.0,1.62,2,urban,60,2,0.544,none,bike,0.225,no,7,0.471,27.602
C,E,59.0,1.46,3,urban,100,1,0.344,none,sedan,0.292,no,5,0.452,29.147
E,C,32.0,3.49,2,rural,80,1,0.504,none,bike,0.184,no,3,0.282,17.455
E,D,51.0,2.93,3,highway,60,0,0.14,procession,sedan,0.446,no,3,0.284,21.942
C,B,9.0,2.03,3,rural,40,0,0.766,procession,bike,0.402,no,4,0.471,12.676
E,B,7.0,4.12,2,urban,60,2,0.328,none,bike,0.087,yes,5,1.0,29.814
E,C,52.0,4.53,4,highway,60,1,0.13,none,sedan,0.22,no,5,0.208,23.286
D,A,30.0,1.99,1,highway,60,0,0.656,none,suv,0.615,no,10,0.556,20.574
D,C,41.0,2.46,1,rural,60,0,0.622,vip_movement,sedan,0.451,no,3,0.407,20.501
C,D,21.0,4.54,2,urban,100,1,0.19,none,sedan,0.965,no,8,0.399,15.492
C,B,4.0,4.29,2,highway,100,0,0.277,none,truck,0.816,no,0,0.312,5.983
C,A,40.0,2.4,2,rural,60,0,0.859,procession,suv,0.21,no,5,0.431,20.888
B,D,19.0,1.33,1,rural,60,1,0.057,vip_movement,sedan,0.908,no,2,0.513,18.489
B,D,24.0,2.68,2,highway,60,0,0.38,none,truck,0.36,no,8,0.377,15.939
B,A,21.0,4.16,3,urban,60,2,0.278,none,bike,0.738,no,0,0.299,15.994
E,C,43.0,1.74,1,urban,80,0,0.952,procession,truck,0.381,yes,2,1.0,37.177
D,A,47.0,4.01,2,urban,60,0,0.047,none,sedan,0.43,no,0,0.195,18.8
B,C,34.0,3.74,1,highway,40,1,0.67,none,bike,0.734,no,4,0.428,20.617
A,D,57.0,4.02,3,rural,100,2,0.73,none,bike,0.935,no,1,0.443,27.47
D,C,31.0,4.4,2,rural,100,1,0.962,procession,truck,0.71,no,2,0.445,17.787
C,E,13.0,3.29,2,rural,100,0,0.975,none,suv,0.725,no,8,0.541,12.932
C,D,13.0,1.76,3,rural,80,0,0.717,none,sedan,0.876,no,2,0.566,13.813
C,B,51.0,3.05,2,highway,40,1,0.465,none,suv,0.262,no,0,0.277,23.707
E,B,10.0,4.95,2,urban,40,0,0.058,none,suv,0.513,no,8,0.275,10.359
B,D,18.0,4.76,4,urban,60,1,0.818,none,bike,0.491,no,6,0.406,15.209
A,E,45.0,4.85,1,urban,100,0,0.226,vip_movement,suv,0.928,no,5,0.363,19.665
C,A,55.0,3.79,2,urban,80,0,0.023,vip_movement,sedan,0.562,no,5,0.273,22.544
D,C,46.0,2.66,2,highway,40,0,0.312,none,truck,0.02,no,1,0.227,20.147
C,D,47.0,4.74,3,urban,100,0,0.138,vip_movement,truck,0.062,no,3,0.154,17.796
B,E,26.0,2.12,2,rural,100,1,0.628,procession,sedan,0.031,no,5,0.371,17.364
B,C,17.0,2.31,4,highway,80,1,0.476,none,truck,0.414,no,3,0.381,14.673
B,A,26.0,3.74,1,rural,100,0,0.683,none,bike,0.653,no,7,0.444,15.475
A,E,53.0,3.93,3,urban,80,0,0.283,none,suv,0.278,no,9,0.304,23.013
B,C,36.0,1.88,3,highway,60,1,0.081,procession,sedan,0.028,no,5,0.285,20.808
A,B,14.0,2.3,2,rural,40,0,0.62,procession,suv,0.371,no,1,0.382,12.4
A,E,8.0,5.0,2,highway,40,0,0.02,vip_movement,bike,0.717,no,4,0.268,8.876
C,D,52.0,4.9,1,urban,80,2,0.849,vip_movement,bike,0.255,no,9,0.393,27.346
D,C,31.0,3.09,4,rural,80,1,0.4,none,bike,0.192,no,1,0.258,16.695
D,E,45.0,3.12,2,rural,80,1,0.813,none,bike,0.547,no,1,0.41,22.403
C,A,28.0,4.46,2,urban,60,0,0.519,none,bike,0.66,no,5,0.375,15.775
C,B,52.0,2.38,4,rural,40,0,0.56,none,truck,0.829,no,1,0.456,24.453
E,D,32.0,3.34,2,rural,40,1,0.264,none,suv,0.649,no,3,0.332,19.016
D,A,22.0,1.74,1,highway,60,1,0.178,none,bike,0.21,no,9,0.397,18.74
E,B,7.0,4.84,4,urban,100,1,0.069,none,truck,0.989,no,7,0.364,10.677
A,B,20.0,1.52,2,highway,100,0,0.345,none,sedan,0.498,no,2,0.452,14.711
C,A,9.0,4.82,1,rural,80,1,0.076,none,truck,0.055,no,2,0.129,8.431
D,C,58.0,1.35,2,urban,40,0,0.234,none,suv,0.072,no,1,0.368,26.982
C,A,59.0,4.99,4,urban,60,1,0.324,none,sedan,0.014,no,2,0.168,24.281
E,C,43.0,1.72,3,urban,60,0,0.852,none,sedan,0.538,no,0,0.51,22.409
C,D,9.0,1.65,2,highway,60,2,0.93,none,truck,0.565,no,0,0.542,16.657
D,B,48.0,1.35,3,urban,100,0,0.193,none,suv,0.902,no,2,0.535,24.353
E,C,39.0,3.65,2,urban,100,0,0.355,none,bike,0.546,no,7,0.36,18.567
A,B,39.0,4.39,2,highway,40,2,0.442,none,bike,0.135,no,8,0.287,23.307
C,B,39.0,2.06,2,highway,40,1,0.95,none,truck,0.547,no,7,0.563,25.162
E,B,51.0,2.17,4,highway,60,0,0.967,vip_movement,truck,0.162,no,7,0.48,25.3
B,A,9.0,2.13,2,rural,100,2,0.181,procession,suv,0.647,no,10,0.454,16.091
A,E,24.0,3.6,2,highway,40,2,0.369,none,suv,0.729,no,3,0.361,18.8
C,E,55.0,3.16,2,highway,40,1,0.101,none,truck,0.836,no,8,0.394,27.624
A,B,12.0,3.36,2,highway,60,1,0.905,none,suv,0.659,no,5,0.482,14.403
B,E,40.0,3.85,3,highway,80,2,0.519,none,suv,0.828,no,6,0.433,23.832
C,B,46.0,2.07,2,urban,100,2,0.484,none,truck,0.798,no,10,0.549,28.208
C,B,25.0,1.61,2,rural,100,0,0.798,none,bike,0.731,no,0,0.554,16.648
C,A,31.0,3.04,1,highway,80,0,0.709,vip_movement,sedan,0.39,no,8,0.432,17.863
D,A,4.0,2.9,2,urban,40,0,0.69,procession,suv,0.416,no,5,0.409,10.018
C,B,26.0,2.9,2,highway,40,0,0.071,vip_movement,truck,0.207,no,4,0.234,14.665
D,B,32.0,2.59,2,rural,40,0,0.019,vip_movement,suv,0.536,no,9,0.356,18.893
E,B,42.0,4.98,2,rural,100,0,0.612,none,truck,0.654,no,10,0.433,20.438
A,D,46.0,3.8,2,highway,60,2,0.807,procession,sedan,0.134,no,10,0.393,26.551
C,B,5.0,3.89,2,urban,100,2,0.519,none,bike,0.885,no,1,0.393,11.418
E,A,41.0,4.22,1,highway,40,1,0.746,vip_movement,bike,0.19,no,5,0.332,21.803
C,D,12.0,3.8,2,highway,60,0,0.568,none,sedan,0.679,no,2,0.375,10.563
A,E,16.0,1.73,1,rural,80,0,0.153,vip_movement,sedan,0.873,no,9,0.527,15.763
A,E,33.0,2.02,4,rural,40,0,0.773,procession,truck,0.172,no,0,0.387,18.238
E,C,32.0,3.62,3,rural,100,0,0.509,none,truck,0.263,no,7,0.335,16.23
B,A,58.0,4.2,2,highway,60,0,0.187,none,truck,0.846,no,9,0.392,25.808
A,C,28.0,4.82,2,urban,100,1,0.283,vip_movement,truck,0.686,no,8,0.357,17.103
B,C,30.0,4.17,3,rural,80,2,0.479,none,bike,0.862,no,9,0.454,21.539
A,C,24.0,4.43,2,urban,80,2,0.355,none,sedan,0.13,no,6,0.247,17.003
E,A,54.0,1.87,4,rural,100,1,0.084,none,sedan,0.075,no,5,0.296,25.343
E,C,24.0,2.78,2,rural,80,0,0.472,procession,suv,0.997,no,7,0.508,16.476
D,A,12.0,3.21,2,highway,100,2,0.627,none,truck,0.798,no,8,0.49,16.151
E,B,1.0,3.48,4,rural,100,0,0.397,vip_movement,truck,0.551,no,9,0.395,7.983
D,A,49.0,3.2,1,highway,40,1,0.84,none,bike,0.102,no,3,0.343,24.293
A,E,28.0,4.36,1,highway,40,2,0.511,none,truck,0.127,no,8,0.299,20.141
D,C,5.0,3.92,4,highway,100,1,0.877,procession,truck,0.832,no,10,0.544,12.714
A,D,39.0,1.21,3,highway,80,2,0.314,vip_movement,truck,0.742,no,5,0.592,27.763
D,C,55.0,4.92,3,urban,80,0,0.475,procession,truck,0.147,no,0,0.206,20.575
B,E,8.0,3.05,1,rural,80,0,0.724,none,truck,0.896,yes,2,1.0,25.44
E,C,46.0,1.9,2,highway,40,2,0.915,none,suv,0.154,no,1,0.434,26.975
C,B,8.0,3.08,2,rural,40,0,0.439,procession,sedan,0.757,no,9,0.459,12.417
D,C,2.0,2.09,2,rural,80,0,0.376,vip_movement,suv,0.163,no,9,0.389,9.679
D,A,43.0,1.6,2,rural,100,1,0.535,vip_movement,sedan,0.002,no,3,0.387,22.99
B,D,11.0,3.45,2,urban,80,0,0.187,none,truck,0.237,yes,1,1.0,25.947
E,B,48.0,4.33,2,rural,80,0,0.567,vip_movement,bike,0.236,no,3,0.283,19.988
B,C,3.0,2.26,3,rural,100,0,0.458,none,truck,0.489,no,4,0.407,8.479
D,A,8.0,4.89,2,rural,100,1,0.528,none,suv,0.149,no,3,0.247,8.993
A,D,49.0,2.68,2,urban,60,0,0.175,vip_movement,bike,0.166,no,1,0.227,20.535
E,B,6.0,2.11,2,rural,40,0,0.496,none,truck,0.536,no,7,0.466,12.22
E,C,58.0,2.84,2,rural,100,1,0.864,none,truck,0.776,no,3,0.499,27.253
D,B,46.0,3.1,3,urban,40,2,0.107,none,suv,0.358,no,0,0.222,23.633
C,B,51.0,4.08,1,rural,60,1,0.46,procession,sedan,0.397,no,1,0.28,23.02
E,A,23.0,2.29,2,rural,100,0,0.877,vip_movement,sedan,0.114,no,7,0.443,15.421
C,E,18.0,4.05,2,rural,40,0,0.773,none,bike,0.733,no,9,0.49,15.334
A,D,58.0,1.94,2,rural,80,1,0.317,procession,truck,0.481,no,1,0.376,26.942
A,D,25.0,1.57,2,rural,100,0,0.03,none,bike,0.493,no,5,0.41,16.294
B,D,58.0,2.01,3,urban,60,0,0.683,none,sedan,0.676,no,0,0.471,26.098
A,D,51.0,3.9,1,rural,60,1,0.99,vip_movement,sedan,0.274,no,1,0.366,23.939
A,C,39.0,4.02,1,urban,80,2,0.303,none,sedan,0.163,no,9,0.283,22.571
C,E,50.0,4.29,1,highway,100,0,0.075,procession,truck,0.791,no,8,0.347,21.732
E,D,40.0,4.08,2,urban,100,0,0.884,procession,bike,0.497,no,2,0.394,18.068
A,B,24.0,4.91,2,highway,40,0,0.331,none,suv,0.623,no,7,0.342,15.041
E,B,39.0,3.8,2,rural,100,2,0.106,none,sedan,0.864,no,10,0.399,23.51
A,D,43.0,2.29,2,urban,80,0,0.549,none,suv,0.512,no,7,0.457,22.049
E,D,38.0,4.6,1,urban,80,0,0.331,vip_movement,suv,0.265,no,2,0.226,16.149
A,C,37.0,2.09,2,highway,100,0,0.34,none,truck,0.176,no,6,0.355,18.749
B,A,1.0,2.9,1,urban,60,0,0.918,vip_movement,sedan,0.31,no,2,0.404,7.966
B,E,33.0,1.5,1,rural,80,0,0.87,none,bike,0.107,no,4,0.501,20.035
A,B,41.0,4.67,2,highway,40,0,0.409,none,truck,0.34,no,8,0.316,20.127
D,B,41.0,2.23,1,highway,100,0,0.66,procession,sedan,0.111,no,7,0.404,20.486
A,D,52.0,4.78,1,urban,100,0,0.997,procession,suv,0.286,no,3,0.37,21.449
C,E,46.0,2.89,2,rural,60,1,0.855,none,suv,0.669,no,1,0.453,23.764
C,B,31.0,4.1,4,rural,60,1,0.374,none,suv,0.297,no,1,0.242,16.635
C,A,5.0,4.17,2,urban,60,1,0.901,none,truck,0.194,no,4,0.355,10.546
C,A,30.0,1.59,2,highway,80,1,0.612,none,bike,0.337,no,0,0.441,19.543
B,A,36.0,2.64,2,urban,100,0,0.237,none,bike,0.746,no,10,0.448,19.674
A,B,8.0,3.55,2,highway,40,0,0.286,procession,truck,0.036,no,0,0.177,7.578
C,D,24.0,1.44,1,rural,40,0,0.364,none,suv,0.924,no,5,0.585,19.513
C,D,59.0,1.26,4,highway,80,2,0.922,none,bike,0.438,no,5,0.639,34.059
C,D,6.0,1.86,3,urban,40,1,0.397,procession,sedan,0.447,yes,8,1.0,30.092
A,C,26.0,1.33,2,rural,80,0,0.998,none,bike,0.585,no,10,0.718,21.745
E,A,19.0,4.0,1,highway,80,0,0.017,none,bike,0.955,no,3,0.324,11.795
B,A,59.0,2.92,3,highway,80,1,0.437,none,sedan,0.046,no,5,0.284,26.251
E,D,5.0,3.38,2,urban,60,0,0.518,none,truck,0.508,no,7,0.393,9.814
C,A,1.0,1.95,2,rural,80,2,0.715,none,suv,0.665,no,3,0.511,13.585
E,C,18.0,1.72,2,urban,100,1,0.909,none,truck,0.299,no,6,0.535,17.362
D,A,20.0,4.31,1,urban,40,2,0.156,none,sedan,0.425,no,9,0.299,17.952
D,C,17.0,2.21,1,urban,40,1,0.137,procession,bike,0.202,no,0,0.249,13.857
E,B,8.0,1.35,4,urban,60,1,0.023,procession,truck,0.505,no,3,0.433,14.539
B,E,46.0,3.65,1,urban,60,0,0.443,none,bike,0.433,no,6,0.345,21.318
C,D,15.0,3.08,2,urban,100,0,0.68,none,suv,0.363,no,10,0.439,13.012
C,D,36.0,2.36,3,highway,100,2,0.695,none,bike,1.0,no,4,0.548,23.701
E,B,28.0,2.07,2,urban,40,0,0.221,vip_movement,truck,0.889,no,7,0.485,19.057
C,D,18.0,1.72,3,highway,80,2,0.879,none,truck,0.682,no,1,0.555,19.058
D,A,13.0,2.55,4,urban,100,0,0.815,none,truck,0.668,no,1,0.463,11.196
C,E,23.0,1.64,2,urban,100,1,0.341,none,bike,0.485,no,2,0.429,17.128
B,C,45.0,3.52,3,highway,60,0,0.154,procession,bike,0.724,no,4,0.329,20.514
C,A,24.0,1.21,2,rural,80,2,0.532,none,bike,0.595,no,8,0.635,24.271
D,C,14.0,3.97,2,rural,100,1,0.237,none,suv,0.243,no,9,0.287,12.628
D,B,10.0,1.64,2,urban,40,0,0.009,none,sedan,0.318,yes,4,1.0,28.856
D,C,37.0,1.28,2,rural,100,2,0.412,none,sedan,0.208,no,5,0.486,25.354
B,E,7.0,1.9,2,rural,100,0,0.307,none,suv,0.633,no,2,0.419,9.828
E,B,7.0,1.03,3,highway,80,0,0.595,none,suv,0.168,no,2,0.562,13.987
E,B,34.0,1.87,2,urban,60,1,0.167,vip_movement,sedan,0.44,no,7,0.405,21.819
D,E,42.0,2.61,2,urban,80,0,0.726,none,bike,0.291,no,2,0.377,19.681
D,C,29.0,2.75,4,urban,60,2,0.879,none,truck,0.635,no,8,0.528,22.901
C,B,44.0,1.1,1,urban,100,2,0.046,procession,truck,0.615,no,4,0.535,28.389
E,D,12.0,4.54,3,highway,40,0,0.316,none,truck,0.246,no,4,0.241,9.907
C,B,48.0,1.64,4,rural,100,0,0.422,none,truck,0.12,no,6,0.413,23.284
B,A,33.0,3.2,2,urban,40,0,0.161,none,bike,0.145,no,3,0.216,16.226
B,C,58.0,2.43,2,urban,40,0,0.294,none,suv,0.453,no,6,0.374,26.398
E,D,14.0,2.95,1,highway,60,2,0.174,procession,suv,0.417,no,6,0.314,15.731
E,A,25.0,4.14,2,rural,100,2,0.412,none,sedan,0.344,no,8,0.328,18.088
A,E,2.0,3.76,2,urban,80,2,0.862,none,truck,0.295,yes,9,1.0,28.731
D,E,13.0,1.66,2,urban,80,0,0.837,none,sedan,0.612,no,3,0.561,14.123
E,A,7.0,4.71,2,rural,100,2,0.506,none,truck,0.307,no,6,0.308,11.939
B,C,48.0,1.17,2,urban,40,0,0.917,none,bike,0.3,no,7,0.656,28.642
B,C,22.0,3.0,1,rural,40,0,0.227,none,bike,0.621,no,6,0.363,15.098
B,D,55.0,2.32,3,highway,100,1,0.894,none,bike,0.658,no,3,0.513,26.877
E,C,39.0,1.25,1,highway,60,0,0.59,none,suv,0.302,no,5,0.548,23.677
E,C,8.0,2.66,2,highway,80,0,0.746,none,sedan,0.332,no,1,0.376,9.239
E,D,42.0,1.19,1,rural,100,0,0.192,procession,sedan,0.504,no,4,0.516,23.272
D,C,23.0,1.01,2,urban,40,0,0.023,vip_movement,truck,0.895,no,5,0.628,21.121
D,B,41.0,1.49,2,highway,100,0,0.443,vip_movement,suv,0.753,no,3,0.538,22.134
E,B,41.0,1.68,2,highway,60,0,0.02,vip_movement,sedan,0.93,no,8,0.508,23.453
A,E,27.0,1.98,4,rural,100,0,0.449,none,sedan,0.038,no,4,0.339,15.318
A,C,7.0,3.24,1,urban,40,0,0.442,none,bike,0.004,no,1,0.223,8.068
A,B,58.0,4.66,2,rural,60,0,0.712,none,truck,0.184,no,7,0.335,24.724
C,D,34.0,1.55,2,highway,60,2,0.461,none,bike,0.509,no,7,0.521,25.529
C,A,42.0,2.92,1,rural,60,0,0.804,none,bike,0.876,no,3,0.503,21.445
C,E,26.0,1.78,2,highway,80,0,0.886,none,bike,0.05,no,4,0.452,16.938
E,A,55.0,2.96,4,urban,100,0,0.86,vip_movement,suv,0.756,no,4,0.498,24.471
E,D,44.0,3.93,4,highway,60,0,0.986,none,suv,0.2,no,1,0.349,19.664
D,C,51.0,3.43,2,highway,80,0,0.863,none,truck,0.762,no,3,0.472,23.071
E,D,15.0,2.05,1,rural,80,0,0.726,procession,truck,0.012,no,3,0.373,12.268
A,E,35.0,1.74,2,highway,60,0,0.251,vip_movement,suv,0.638,no,1,0.418,19.263
B,C,3.0,4.67,2,rural,60,0,0.634,none,bike,0.041,no,9,0.311,8.377
C,A,55.0,4.68,2,urban,40,0,0.766,none,truck,0.247,no,4,0.328,23.646
B,D,20.0,3.66,3,rural,40,0,0.34,procession,sedan,0.869,no,9,0.441,15.574
B,A,42.0,3.99,2,rural,100,0,0.913,none,bike,0.658,no,8,0.494,20.895
E,B,55.0,3.38,2,urban,60,0,0.645,vip_movement,sedan,0.142,no,0,0.276,22.234
C,E,26.0,2.71,3,rural,40,2,0.316,none,sedan,0.997,yes,6,1.0,36.844
C,A,39.0,3.73,2,rural,80,0,0.829,none,sedan,0.697,no,2,0.432,18.766
E,A,17.0,4.12,1,highway,40,0,0.456,none,bike,0.562,no,9,0.391,14.021
E,A,28.0,2.73,2,highway,60,0,0.688,none,sedan,0.682,no,0,0.42,15.93
D,B,44.0,3.21,3,highway,80,0,0.163,procession,sedan,0.818,no,1,0.331,19.266
D,B,36.0,3.91,2,highway,60,0,0.96,none,sedan,0.353,no,10,0.465,20.229
C,D,47.0,1.02,4,highway,80,2,0.817,vip_movement,truck,0.601,no,10,0.774,33.723
A,C,48.0,2.71,3,urban,60,0,0.83,none,sedan,0.944,no,0,0.503,22.772
A,B,48.0,4.27,3,highway,100,0,0.827,none,suv,0.537,no,3,0.396,20.633
A,C,31.0,1.7,4,rural,80,0,0.178,none,truck,0.192,no,7,0.38,18.44
D,A,3.0,3.96,1,highway,60,2,0.796,none,sedan,0.518,no,4,0.404,12.502
D,A,36.0,1.83,2,rural,40,0,0.21,none,suv,0.573,no,8,0.455,21.681
A,B,21.0,2.46,3,highway,100,1,0.143,vip_movement,truck,0.746,no,4,0.38,15.43
E,D,53.0,2.29,3,highway,60,0,0.964,none,suv,0.024,no,9,0.462,26.0
A,D,30.0,1.45,2,urban,100,0,0.168,none,suv,0.786,no,4,0.507,18.812
C,A,40.0,2.87,2,urban,60,0,0.981,procession,sedan,0.193,no,6,0.434,20.781
C,D,27.0,2.0,2,urban,80,0,0.915,none,bike,0.198,no,3,0.453,16.731
E,D,21.0,4.37,2,rural,60,0,0.752,vip_movement,suv,0.607,no,3,0.393,13.479
D,A,6.0,3.2,2,rural,60,0,0.551,none,suv,0.972,no,8,0.51,11.558
D,A,27.0,2.15,1,highway,60,1,0.662,none,suv,0.303,no,9,0.469,20.413
B,D,18.0,4.72,2,highway,80,0,0.175,vip_movement,bike,0.247,no,9,0.259,11.851
A,D,12.0,4.52,1,rural,40,1,0.863,none,bike,0.128,no,3,0.317,12.474
C,D,14.0,4.01,2,rural,80,0,0.324,vip_movement,truck,0.717,no,2,0.328,10.127
C,A,18.0,2.96,2,urban,60,1,0.585,procession,truck,0.57,no,0,0.366,14.251
D,E,3.0,3.3,2,urban,100,0,0.067,none,bike,0.91,no,4,0.357,7.284
C,A,4.0,3.39,2,highway,80,1,0.711,none,bike,0.652,no,3,0.42,10.479
E,B,9.0,4.34,2,urban,100,0,0.443,none,suv,0.642,no,10,0.409,10.442
A,E,36.0,3.94,3,highway,40,1,0.421,none,truck,0.421,no,1,0.28,19.069
E,A,25.0,2.05,3,rural,60,0,0.563,none,suv,0.797,no,0,0.467,16.109
B,D,49.0,3.32,1,highway,100,0,0.183,vip_movement,bike,0.445,no,2,0.266,19.765
B,E,12.0,4.65,3,highway,40,1,0.419,procession,truck,0.528,no,0,0.275,11.43
